Sample,Brix,900.906296,904.828517,908.74643,913.963613,917.871475,921.775029,925.674276,929.569215,933.459847,937.346171,941.228187,945.105896,948.979297,952.848391,958.000482,961.859524,965.714259,969.564687,973.410806,977.252619,981.090123,984.92332,988.75221,992.576792,996.397066,1001.484064,1005.294288,1009.100203,1012.901811,1016.699112,1020.492105,1024.28079,1028.065168,1031.845238,1035.621001,1039.392456,1044.414362,1048.175766,1051.932862,1055.685651,1059.434132,1063.178306,1066.918172,1070.65373,1074.384981,1078.111924,1081.83456,1086.791374,1090.503958,1094.212235,1097.916205,1101.615867,1105.311221,1109.002268,1112.689007,1116.371438,1120.049562,1123.723379,1128.6151,1132.278865,1135.938323,1139.593473,1143.244316,1146.890851,1150.533078,1154.170998,1157.80461,1161.433915,1165.058912,1169.88554,1173.500487,1177.111125,1180.717456,1184.319479,1187.917195,1191.510603,1195.099703,1198.684496,1202.264982,1205.841159,1209.41303,1214.168822,1217.730641,1221.288153,1224.841357,1228.390253,1231.934842,1235.475123,1239.011097,1242.542763,1246.070121,1249.593172,1254.283873,1257.796872,1261.305565,1264.809949,1268.310026,1271.805796,1275.297258,1278.784412,1282.267259,1285.745798,1289.220029,1293.845637,1297.309818,1300.769691,1304.225256,1307.676514,1311.123464,1314.566107,1318.004442,1321.438469,1324.868189,1328.293601,1332.854117,1336.269478,1339.680531,1343.087277,1346.489716,1349.887847,1353.28167,1356.671186,1360.056394,1363.437294,1366.813887,1371.30931,1374.675852,1378.038086,1381.396013,1384.749632,1388.098944,1391.443948,1394.784644,1398.121033,1401.453114,1404.780888,1409.211218,1412.528941,1415.842356,1419.151463,1422.456263,1425.756755,1429.05294,1432.344817,1435.632386,1438.915648,1442.194603,1446.559841,1449.828744,1453.09334,1456.353628,1459.609608,1462.861281,1466.108647,1469.351704,1472.590454,1475.824897,1479.055032,1482.280859,1486.575262,1489.791038,1493.002507,1496.209668,1499.412522,1502.611068,1505.805306,1508.995237,1512.18086,1515.362176,1518.539184,1522.768494,1525.935451,1529.0981,1532.256442,1535.410477,1538.560203,1541.705622,1544.846734,1547.983538,1551.116034,1554.244223,1558.408441,1561.526578,1564.640408,1567.749931,1570.855146,1573.956053,1577.052653,1580.144945,1583.23293,1586.316607,1589.395976,1593.495102,1596.56442,1599.629431,1602.690134,1605.74653,1608.798618,1611.846398,1614.889871,1617.929036,1620.963894,1623.994444,1628.028477,1631.048976,1634.065168,1637.077052,1640.084628,1643.087897,1646.086858,1649.081511,1652.071857,1655.057896,1658.039627,1662.008567,1664.980247,1667.947619,1670.910684,1673.869441,1676.82389,1679.774032,1682.719866,1685.661393,1688.598612,1691.531523,1695.435371,1698.358232,1701.276785
1,2.5,0.487898,0.603237,0.472569,0.646188,0.786716,0.6322,0.445817,0.699191,0.580533,0.75056,0.90769,0.789445,0.69977,0.70389,0.746538,0.745766,0.667172,0.778232,0.647303,0.752622,0.657324,0.772943,0.658826,0.76631,0.66986,0.740484,0.71891,0.753985,0.772868,0.762785,0.616492,0.720564,0.626607,0.727587,0.767036,0.704152,0.701274,0.69514,0.699824,0.723461,0.648193,0.668081,0.610547,0.69475,0.696179,0.681245,0.611439,0.700209,0.637639,0.717438,0.721736,0.72176,0.650524,0.690717,0.638538,0.729412,0.607349,0.716082,0.719036,0.725678,0.659149,0.764205,0.754797,0.769947,0.794467,0.784059,0.742991,0.790496,0.675119,0.802974,0.753219,0.802671,0.809553,0.838273,0.856301,0.814811,0.763913,0.797067,0.756198,0.818473,0.845642,0.829821,0.729789,0.809371,0.736455,0.80423,0.855678,0.818636,0.799088,0.803018,0.830378,0.820779,0.747658,0.810946,0.749153,0.820401,0.799497,0.800968,0.70286,0.801339,0.789654,0.7928,0.720187,0.812789,0.851092,0.830758,0.727738,0.827379,0.764951,0.816611,0.722302,0.840752,0.787459,0.885191,0.837588,0.874252,0.942255,0.935354,0.836938,0.93834,0.842189,0.940886,0.878589,0.932271,0.985743,0.961207,1.085487,1.045757,0.961937,1.098374,1.125426,1.207202,1.402925,1.235444,1.704426,1.399503,1.649591,1.486628,1.467733,1.407167,1.269823,1.485657,1.508764,1.418321,1.2272,1.54237,1.781158,1.668026,2.212499,1.639259,2.160801,1.640215,nan,1.667632,1.501047,1.678266,2.270619,1.557974,1.357393,1.441336,2.078766,1.537582,nan,1.50109,1.115199,1.392222,1.216831,1.329943,2.677709,1.411144,1.099342,1.351517,4.912201,1.40164,1.172867,1.274402,1.015722,1.303803,1.190671,1.345252,1.885547,1.296444,1.784453,1.383156,1.112077,1.226981,1.466703,1.265232,1.171342,1.307226,1.150658,1.17592,1.462433,1.196484,1.159999,1.193502,1.451848,1.205482,1.420881,1.292695,1.603917,1.272222,1.03971,1.166744,0.85717,1.115761,0.937233,1.177867,0.826814,1.123737,1.783082,1.257424,1.075694,1.077981,nan,1.220783,0.885318,1.200076,nan,1.529429,0.944434,1.106123,nan,1.027046,nan,nan,0.292975,0.754119
2,2.5,0.748751,0.775207,0.754245,0.767498,0.709112,0.731979,0.66764,0.642561,0.69624,0.674872,0.7517,0.766587,0.734979,0.758231,0.745408,0.745611,0.75791,0.760412,0.750793,0.730387,0.754917,0.753957,0.749638,0.748949,0.744392,0.726374,0.743951,0.755009,0.732615,0.736381,0.703945,0.680307,0.697868,0.688772,0.703263,0.708919,0.690042,0.687751,0.691607,0.694704,0.679473,0.678468,0.674172,0.676515,0.677156,0.680453,0.681473,0.688139,0.683096,0.68896,0.699892,0.709287,0.695199,0.695728,0.702883,0.708116,0.702164,0.694584,0.729571,0.739029,0.74294,0.755057,0.766876,0.778099,0.794347,0.813845,0.809114,0.827768,0.798197,0.784771,0.823025,0.839199,0.833812,0.850918,0.830632,0.843704,0.827824,0.839846,0.832527,0.824623,0.839668,0.843557,0.825034,0.811243,0.822516,0.811614,0.825752,0.836629,0.819489,0.819963,0.820499,0.833383,0.807282,0.794263,0.80426,0.807359,0.806613,0.809441,0.795724,0.782803,0.807907,0.817767,0.800463,0.793379,0.824858,0.838964,0.822698,0.828482,0.831995,0.846523,0.831078,0.824213,0.853556,0.860232,0.879775,0.901774,0.906119,0.933868,0.907594,0.917838,0.920702,0.911954,0.939424,0.941634,0.964227,0.991403,1.001324,1.032968,1.035255,1.067957,1.105362,1.149992,1.174047,1.235089,1.254182,1.332831,1.31841,1.395277,1.326146,1.338528,1.345441,1.306076,1.374071,1.399644,1.346316,1.295519,1.419341,1.447811,1.443766,1.519334,1.434475,1.457402,1.450076,1.509932,1.427968,1.43475,1.42695,1.446563,1.3865,1.349749,1.399144,1.422168,1.39362,1.443568,1.296232,1.23897,1.32036,1.285041,1.339378,1.372646,1.26165,1.213188,1.319969,1.360168,1.288161,1.318317,1.232734,1.191111,1.241973,1.194538,1.265397,1.299194,1.270639,1.328044,1.241347,1.273297,1.219887,1.221811,1.223927,1.228231,1.207654,1.242633,1.205191,1.228019,1.196151,1.232862,1.203865,1.219242,1.209873,1.262067,1.200491,1.257641,1.17775,1.211329,1.09654,1.040143,1.105482,1.046842,1.089545,1.033076,1.180197,1.253841,1.148927,1.151895,1.177523,1.231577,1.090162,1.05133,1.142022,1.197501,1.120313,1.268094,1.036316,1.017492,1.261625,nan,0.974855,0.708155
3,2.5,1.264263,1.268788,1.241031,1.254217,1.271929,1.266661,1.1775,1.214194,1.205027,1.22645,1.315704,1.311507,1.285434,1.300724,1.273947,1.286486,1.301775,1.289076,1.268516,1.274317,1.299967,1.289415,1.292381,1.285099,1.266331,1.265342,1.287696,1.302946,1.289952,1.279933,1.226955,1.229009,1.240065,1.243789,1.254606,1.257595,1.219468,1.226182,1.233255,1.228618,1.201716,1.211444,1.211012,1.207045,1.205563,1.215421,1.214479,1.214972,1.223703,1.236722,1.243738,1.248767,1.220618,1.232256,1.246007,1.262686,1.23824,1.255047,1.270035,1.296791,1.297469,1.313424,1.320745,1.347214,1.36044,1.395676,1.382367,1.403425,1.359609,1.371919,1.398215,1.420572,1.419058,1.439655,1.414912,1.435258,1.410697,1.420769,1.394213,1.398805,1.430636,1.431447,1.381056,1.380328,1.37797,1.380202,1.410617,1.424862,1.388162,1.400158,1.404093,1.414621,1.368272,1.37344,1.384164,1.382553,1.376135,1.388534,1.351115,1.361824,1.375834,1.397702,1.365196,1.377229,1.411109,1.425522,1.397254,1.398642,1.412121,1.42885,1.406074,1.421773,1.446763,1.468157,1.477363,1.501146,1.518743,1.54677,1.509804,1.524495,1.502045,1.519289,1.524336,1.540402,1.57039,1.613012,1.64532,1.664943,1.663313,1.677032,1.755584,1.780211,1.869556,1.921391,1.969796,2.022752,2.024303,2.08804,1.948965,1.981774,1.934979,1.938016,1.998261,2.053368,1.93613,1.946129,2.132941,2.089184,2.188915,2.20991,2.157346,2.132363,2.222582,2.273624,2.103565,2.051542,2.166241,2.155718,1.975679,1.957057,2.147507,2.122396,2.144653,2.20086,1.897039,1.891009,1.901644,1.89722,2.121891,2.120314,1.891077,1.892505,2.054567,2.09572,1.920087,1.96293,1.850824,1.861551,1.852387,1.845281,1.968612,2.014747,2.014122,2.033602,1.869194,1.911071,1.868031,1.877917,1.889083,1.83726,1.87073,1.886216,1.90779,1.896772,1.856944,1.880843,1.895746,1.896035,1.898002,1.954373,1.91622,1.935269,1.798666,1.837792,1.678288,1.672,1.689696,1.682199,1.681732,1.685137,1.894473,1.916151,1.720197,1.757226,1.90529,1.945674,1.71173,1.734705,1.963865,1.811035,1.769406,1.95907,1.609169,1.597361,nan,nan,1.225244,1.141517
4,3.7,0.771926,0.919425,0.772702,0.904616,1.087245,1.008527,0.780351,0.976389,0.90164,0.984141,1.224554,1.161281,1.007796,1.04671,1.049566,1.060346,1.005119,1.08593,0.957191,1.002502,1.00614,1.090373,1.007425,1.090944,0.973538,1.012671,1.028444,1.061571,1.089965,1.082783,0.925356,0.976,0.952482,1.036873,1.086246,1.051683,1.016633,1.026415,1.021446,1.028398,0.965933,0.999824,0.949317,1.018141,1.007112,1.008387,0.944645,1.012537,0.972849,1.044469,1.031284,1.043603,0.954918,0.993196,0.972291,1.054263,0.932544,1.017489,1.044924,1.071719,1.000523,1.09545,1.080783,1.106573,1.122966,1.153528,1.072756,1.124696,1.009999,1.107803,1.083571,1.135409,1.141993,1.174134,1.178245,1.186123,1.090656,1.139568,1.078784,1.120884,1.174917,1.190027,1.050143,1.095851,1.053104,1.098056,1.164756,1.16925,1.143292,1.156117,1.131587,1.159747,1.07379,1.095776,1.10308,1.160715,1.138317,1.150247,1.022782,1.078671,1.104472,1.138622,1.043736,1.113365,1.156362,1.170971,1.072677,1.151555,1.089572,1.14529,1.053431,1.151084,1.131245,1.218707,1.170822,1.214828,1.270075,1.284762,1.192666,1.284225,1.174941,1.216696,1.200291,1.248131,1.310905,1.341796,1.437882,1.439792,1.342885,1.446195,1.511137,1.547212,1.816792,1.686638,1.949808,1.84414,1.894015,1.878873,1.81135,1.802059,1.585537,1.61628,1.821694,1.848876,1.541728,1.643616,2.052186,1.958687,2.05328,2.029439,2.360229,2.099783,nan,2.209914,1.905218,1.908657,2.549963,2.064098,1.634529,1.658957,2.277369,2.011781,3.009838,2.028524,1.442169,1.597504,1.5019,1.567183,nan,1.950502,1.453953,1.635126,2.866878,1.932473,1.488508,1.577725,1.361044,1.582242,1.525374,1.511678,2.114688,1.785763,1.999359,1.824853,1.434345,1.528702,1.818237,1.64768,1.557639,1.611736,1.481957,1.529391,1.82571,1.6098,1.501874,1.540278,1.806462,1.649362,1.731908,1.656534,1.755016,1.67533,1.36596,1.451246,1.180765,1.345668,1.261136,1.374071,1.164169,1.377473,1.832586,1.684426,1.407026,1.476799,2.182392,1.720171,1.256197,1.533552,nan,1.957687,1.265455,1.363661,2.80698,1.394365,nan,nan,0.562368,0.636652
5,3.7,0.822133,0.733442,0.718771,0.705854,0.800904,0.70854,0.58782,0.605128,0.627292,0.657122,0.748995,0.721498,0.732641,0.708163,0.678861,0.708849,0.685991,0.687596,0.660414,0.685238,0.67695,0.676612,0.671073,0.669887,0.655885,0.674314,0.67846,0.690369,0.679416,0.668497,0.620462,0.628799,0.619698,0.616073,0.666887,0.645149,0.624394,0.63139,0.627385,0.625469,0.61208,0.616218,0.595825,0.594034,0.607256,0.620385,0.599882,0.604214,0.599103,0.601599,0.632311,0.630325,0.6045,0.624971,0.609583,0.614854,0.605869,0.616199,0.642686,0.65679,0.637359,0.64658,0.665529,0.688257,0.700077,0.712757,0.712988,0.719053,0.675677,0.685443,0.719052,0.725805,0.72131,0.737327,0.730799,0.735427,0.734055,0.726503,0.702603,0.72333,0.74309,0.730362,0.693754,0.710957,0.693361,0.710967,0.724586,0.730356,0.710172,0.716796,0.712836,0.723554,0.68345,0.698703,0.686495,0.689204,0.699239,0.707297,0.672898,0.684683,0.703768,0.709542,0.679221,0.691145,0.717508,0.728546,0.698473,0.703705,0.725406,0.72875,0.701483,0.711039,0.723715,0.732657,0.767369,0.77487,0.78168,0.803512,0.767471,0.774598,0.771808,0.795509,0.792102,0.816994,0.836345,0.855316,0.878929,0.885202,0.881614,0.908939,0.957989,0.992369,1.080063,1.089654,1.135915,1.19451,1.196882,1.256014,1.207078,1.242943,1.180761,1.236282,1.289394,1.300743,1.20018,1.234483,1.353487,1.329427,1.374438,1.414497,1.404099,1.352588,1.409854,1.432218,1.32075,1.304153,1.410485,1.33013,1.226827,1.270299,1.357287,1.291401,1.33355,1.331228,1.138827,1.142211,1.14717,1.179378,1.311299,1.235572,1.102305,1.094366,1.228929,1.22638,1.151241,1.153022,1.052899,1.047247,1.063898,1.093064,1.161985,1.155914,1.139316,1.163825,1.087699,1.096676,1.074179,1.099241,1.064149,1.052966,1.098847,1.081976,1.126867,1.08123,1.074353,1.07096,1.109909,1.057946,1.066285,1.098421,1.069853,1.094043,1.021385,1.034837,0.918959,0.921771,0.926585,0.94113,0.906865,0.905049,1.056858,1.096861,1.003964,1.009757,1.076804,1.081069,0.885814,0.843093,1.00629,0.962581,0.931257,0.989978,0.831136,0.954614,1.15032,1.912131,0.549731,0.698204
6,3.7,0.610202,1.145583,0.703225,1.268112,0.812598,0.892202,0.761702,1.420569,0.926832,1.194475,1.166587,0.860251,0.875848,0.999084,1.082788,1.090606,0.99,0.975151,0.953162,1.118286,0.966307,0.993785,0.961549,0.995547,0.958171,1.066011,0.984184,1.010476,1.035811,0.887208,0.898696,1.050635,0.901242,1.003173,0.944023,0.87722,1.022211,0.964916,0.985649,0.859679,0.991373,0.966856,0.894988,0.907313,0.998833,0.943224,0.904677,0.901763,0.913852,0.934588,0.969732,0.869669,0.933944,0.991434,0.90909,0.968692,0.894657,1.060303,1.04394,0.999639,0.939089,1.002262,1.047962,1.045293,1.145736,1.042892,0.965943,1.053022,0.948225,1.177969,0.977874,1.062369,1.062546,1.062483,1.1993,1.04793,0.960086,1.052971,1.027057,1.11087,1.047191,1.0047,0.999081,1.114154,0.999949,1.105963,1.154687,1.035652,1.119178,1.063115,1.09413,1.04374,1.01682,1.072818,1.02287,1.017168,1.106031,1.042275,0.966626,1.100472,1.095349,1.048371,0.985525,1.116983,1.125435,1.034911,0.995266,1.05087,0.979288,1.071274,0.985794,1.175219,1.041258,1.117989,1.041222,1.099463,1.177286,1.106194,1.086055,1.138074,1.096375,1.208316,1.120623,1.225586,1.302747,1.186065,1.242236,1.113185,1.219072,1.200158,1.351049,1.2083,1.342824,1.261674,1.755856,1.363519,1.610187,1.455537,1.657704,1.574743,1.408104,1.665304,1.785177,1.605959,1.377702,1.808174,1.610715,1.36577,1.767132,1.551464,1.638999,1.357204,2.790744,1.453616,1.58274,1.383861,1.564984,1.357252,1.471768,1.671696,1.567043,1.333979,2.817769,1.398175,1.300622,1.930338,1.369598,1.682806,1.52479,1.282349,1.286252,1.784579,nan,1.325863,1.267571,1.505599,1.219791,1.740308,1.368325,1.513485,2.278575,1.3193,1.680623,1.33787,1.241448,1.476464,1.61453,1.401472,1.3801,1.245223,1.213162,1.357116,1.303171,1.241337,1.239879,1.35058,1.335409,1.203731,1.493956,1.326321,1.626003,1.302569,1.184329,1.394341,1.075279,1.865485,1.166573,1.621607,1.053147,1.936887,1.82102,1.261289,1.524808,1.4827,nan,1.181948,1.073631,1.410447,1.989996,0.831282,1.019852,1.339546,nan,1.366624,nan,1.001805,0.5613,nan
7,1.5,2.171344,1.555414,1.681281,1.506282,1.46248,1.373116,1.40761,1.192011,1.283103,1.179037,1.37876,1.342686,1.37158,1.322765,1.174126,1.22643,1.395368,1.323541,1.239187,1.207466,1.347562,1.281653,1.326995,1.253336,1.195772,1.186193,1.220541,1.220011,1.252064,1.230215,1.191436,1.135985,1.219381,1.144647,1.201394,1.17355,1.118429,1.134842,1.220596,1.192053,1.117947,1.14357,1.21404,1.158148,1.101533,1.128422,1.233314,1.198187,1.205662,1.148653,1.222052,1.204629,1.143303,1.16408,1.232123,1.175398,1.225693,1.171891,1.173883,1.205896,1.294174,1.237431,1.202402,1.233318,1.225855,1.286276,1.320863,1.311097,1.315735,1.248878,1.328207,1.317011,1.289515,1.308618,1.248969,1.304371,1.345394,1.318505,1.266957,1.270525,1.336769,1.307296,1.276256,1.258317,1.264137,1.258308,1.240548,1.28645,1.240093,1.258513,1.251129,1.281589,1.250331,1.225083,1.298823,1.25108,1.2177,1.237096,1.260982,1.216832,1.225495,1.259202,1.261977,1.218815,1.235017,1.267666,1.320856,1.279993,1.299365,1.278435,1.293482,1.241784,1.303775,1.254112,1.312008,1.299211,1.279827,1.3083,1.347269,1.293678,1.310573,1.283077,1.294245,1.308083,1.297036,1.357383,1.394382,1.385708,1.469358,1.438207,1.488846,1.477407,1.48535,1.482197,1.431706,1.519365,1.487112,1.540121,1.460649,1.497213,1.520637,1.480576,1.483563,1.558291,1.555314,1.475064,1.655602,1.624912,1.535579,1.610872,1.648704,1.605598,1.495308,1.593664,1.720813,1.647972,1.639596,1.590301,1.496158,1.521313,1.625153,1.588195,1.466725,1.576734,1.578737,1.468586,1.479882,1.496871,1.570616,1.542009,1.569582,1.457969,1.432194,1.532661,1.578417,1.56099,1.573553,1.456077,1.486095,1.430487,1.415063,1.512623,1.449636,1.520384,1.546842,1.534769,1.382062,1.433373,1.618125,1.561485,1.544451,1.511299,1.527237,1.497362,1.522908,1.498061,1.532286,1.486159,1.423819,1.481512,1.404063,1.494784,1.505776,1.484837,1.481734,1.341799,1.430029,1.318626,1.49302,1.335984,1.345403,1.470111,1.342626,1.429111,1.300798,1.438363,1.520391,1.280641,1.542177,1.502536,1.374314,1.420124,0.988618,1.118881,1.095018,1.654014,1.178178,1.06606
8,1.5,1.64234,1.364966,1.546666,1.326788,1.282785,1.421705,1.795365,1.388815,1.747312,1.412246,1.265439,1.547794,1.39661,1.426751,1.57525,1.419156,1.418097,1.47235,1.631477,1.40082,1.425415,1.455896,1.423346,1.443072,1.543301,1.380139,1.347075,1.38716,1.302694,1.431367,1.508989,1.344328,1.375808,1.366038,1.268016,1.374794,1.36329,1.331725,1.266778,1.373063,1.358697,1.301681,1.305525,1.341372,1.347598,1.318051,1.304237,1.350699,1.309521,1.361955,1.27399,1.38464,1.432652,1.332933,1.35019,1.384091,1.459059,1.365644,1.407765,1.388575,1.410427,1.442541,1.490354,1.444586,1.460968,1.464953,1.469054,1.470462,1.638963,1.473232,1.472828,1.481582,1.434271,1.504038,1.484463,1.498609,1.498569,1.4966,1.620156,1.482486,1.446339,1.536545,1.629286,1.470544,1.610759,1.464298,1.461579,1.493654,1.499483,1.471297,1.436033,1.483781,1.543226,1.459917,1.443807,1.49191,1.470765,1.464821,1.577058,1.447915,1.477253,1.457666,1.565475,1.465178,1.440565,1.493205,1.495611,1.503291,1.502664,1.491972,1.611905,1.504593,1.530757,1.554126,1.518634,1.549314,1.478378,1.592906,1.576662,1.620364,1.719619,1.593667,1.748292,1.599115,1.636484,1.645745,1.560829,1.770716,1.67429,1.80112,1.674909,1.903149,1.694028,1.951313,1.738449,2.000341,1.768893,2.009964,2.115913,1.970994,2.478127,1.972003,2.114547,1.975906,2.85248,1.981724,1.864774,2.226972,1.853722,2.103016,1.836637,2.25741,1.858457,2.144194,1.907744,2.218201,1.82927,2.203076,2.656409,1.96112,1.80882,2.191614,1.843623,2.075121,3.427118,1.932959,2.798615,1.894566,1.722362,2.119276,2.320759,1.934104,1.786882,2.023477,1.929354,1.874586,2.250018,1.903501,2.228149,1.892467,1.780719,1.940714,1.661514,1.966212,1.863447,1.832605,1.954866,1.886562,1.762456,1.974463,1.80753,1.828525,1.71574,1.908086,1.769388,1.824301,1.680503,1.934827,1.627976,1.860142,1.63569,1.870231,1.755359,1.76409,3.546192,1.720812,2.689696,1.754805,2.448346,1.720384,1.600254,1.85773,2.027238,1.709378,1.60788,1.833538,1.824643,1.813645,1.345855,2.372477,1.465547,1.56671,3.142772,1.585285,1.0771,1.943597,nan,1.237291
9,1.5,0.561944,0.562268,0.543575,0.530262,0.503476,0.506018,0.516549,0.511597,0.525817,0.528783,0.535919,0.539951,0.531798,0.540667,0.545788,0.546326,0.548369,0.549052,0.54721,0.543239,0.5469,0.545095,0.541411,0.538613,0.535191,0.526439,0.522038,0.520262,0.513865,0.511123,0.50353,0.495642,0.495613,0.48753,0.483367,0.483398,0.480448,0.476403,0.473628,0.471619,0.468612,0.465252,0.462566,0.461036,0.463004,0.462777,0.463442,0.465488,0.466889,0.466845,0.469159,0.473635,0.474033,0.475246,0.478572,0.479862,0.484918,0.48638,0.494514,0.498317,0.506402,0.513534,0.524912,0.533705,0.543858,0.551711,0.551288,0.557559,0.560763,0.559064,0.558587,0.562562,0.562399,0.565623,0.567707,0.569228,0.56571,0.569456,0.571825,0.571265,0.572121,0.571712,0.568903,0.56476,0.56521,0.561954,0.563288,0.563136,0.561427,0.559502,0.557465,0.557024,0.553045,0.549865,0.549749,0.550003,0.551076,0.551088,0.550215,0.54974,0.553963,0.556259,0.557256,0.559068,0.563433,0.565762,0.567821,0.571038,0.572661,0.579175,0.585636,0.588806,0.598163,0.602923,0.610728,0.621004,0.628921,0.637912,0.643917,0.6491,0.656587,0.661617,0.672686,0.678238,0.688594,0.703797,0.715493,0.737708,0.759534,0.789986,0.823855,0.864155,0.897238,0.945849,0.982467,1.020337,1.054824,1.086975,1.109544,1.123873,1.139001,1.146185,1.170886,1.18068,1.179728,1.179231,1.194161,1.209224,1.207679,1.216881,1.206134,1.215387,1.214328,1.214106,1.203237,1.201529,1.17976,1.181979,1.173447,1.15494,1.142432,1.141127,1.132044,1.126176,1.110067,1.088551,1.088889,1.070373,1.056956,1.059436,1.048983,1.028492,1.030987,1.025512,1.00178,1.001201,1.000364,0.980522,0.97853,0.969676,0.970697,0.964668,0.951725,0.953053,0.937876,0.937164,0.937946,0.933598,0.927462,0.92581,0.909019,0.913743,0.904721,0.908816,0.894686,0.899349,0.893032,0.89903,0.888606,0.890974,0.886831,0.884371,0.869373,0.868636,0.867351,0.854995,0.865604,0.85502,0.862315,0.847026,0.863056,0.868085,0.869345,0.867078,0.853535,0.839725,0.813068,0.778196,0.761085,0.747866,0.712613,0.714038,0.715628,0.710807,0.71663,0.758398,0.73309,0.698386
